# Buddhist_ch1,Buddhist_ch2,Buddhist_ch3,Buddhist_ch4,Buddhist_ch5,Buddhist_ch6,Buddhist_ch7,Buddhist_ch8,Buddhist_ch9,Buddhist_ch10,Buddhist_ch11,Buddhist_ch12,Buddhist_ch13,Buddhist_ch14,Buddhist_ch15,Buddhist_ch16,Buddhist_ch17,Buddhist_ch18,Buddhist_ch19,Buddhist_ch20,Buddhist_ch21,Buddhist_ch22,Buddhist_ch23,Buddhist_ch24,Buddhist_ch25,Buddhist_ch26,Buddhist_ch27,Buddhist_ch28,Buddhist_ch29,Buddhist_ch30,Buddhist_ch31,Buddhist_ch32,Buddhist_ch33,Buddhist_ch34,Buddhist_ch35,Buddhist_ch36,Buddhist_ch37,Buddhist_ch38,Buddhist_ch39,Buddhist_ch40,Buddhist_ch41,Buddhist_ch42,Buddhist_ch43,Buddhist_ch44,Buddhist_ch45,Buddhist_ch46,TaoTeChing_ch1,TaoTeChing_ch2,TaoTeChing_ch3,TaoTeChing_ch4,TaoTeChing_ch5,TaoTeChing_ch6,TaoTeChing_ch7,TaoTeChing_ch8,TaoTeChing_ch9,TaoTeChing_ch10,TaoTeChing_ch11,TaoTeChing_ch12,TaoTeChing_ch13,TaoTeChing_ch14,TaoTeChing_ch15,TaoTeChing_ch16,TaoTeChing_ch17,TaoTeChing_ch18,TaoTeChing_ch19,TaoTeChing_ch20,TaoTeChing_ch21,TaoTeChing_ch22,TaoTeChing_ch23,TaoTeChing_ch24,TaoTeChing_ch25,TaoTeChing_ch26,TaoTeChing_ch27,TaoTeChing_ch28,TaoTeChing_ch29,TaoTeChing_ch30,TaoTeChing_ch31,TaoTeChing_ch32,TaoTeChing_ch33,TaoTeChing_ch34,TaoTeChing_ch35,TaoTeChing_ch36,TaoTeChing_ch37,TaoTeChing_ch38,TaoTeChing_ch39,TaoTeChing_ch40,TaoTeChing_ch41,TaoTeChing_ch42,TaoTeChing_ch43,TaoTeChing_ch44,TaoTeChing_ch45,TaoTeChing_ch46,TaoTeChing_ch47,TaoTeChing_ch48,TaoTeChing_ch49,TaoTeChing_ch50,TaoTeChing_ch51,TaoTeChing_ch52,TaoTeChing_ch53,TaoTeChing_ch54,TaoTeChing_ch55,TaoTeChing_ch56,TaoTeChing_ch57,TaoTeChing_ch58,TaoTeChing_ch59,TaoTeChing_ch60,TaoTeChing_ch61,TaoTeChing_ch62,TaoTeChing_ch63,TaoTeChing_ch64,TaoTeChing_ch65,TaoTeChing_ch66,TaoTeChing_ch67,TaoTeChing_ch68,TaoTeChing_ch69,TaoTeChing_ch70,TaoTeChing_ch71,TaoTeChing_ch72,TaoTeChing_ch73,TaoTeChing_ch74,TaoTeChing_ch75,TaoTeChing_ch76,TaoTeChing_ch77,TaoTeChing_ch78,TaoTeChing_ch79,TaoTeChing_ch80,TaoTeChing_ch81
3.482164,3.561917,3.090452,2.912088,inf,3.627513,3.844609,3.360476,3.831156,4.024714,3.160808,4.016310,3.965822,nan,3.213372,3.696324,3.236389,3.496687,4.545440,3.821981,3.357848,3.188507,3.236945,3.397530,3.340262,3.581062,2.931882,4.188966,2.899680,2.614441,2.966123,2.808148,3.106358,2.903733,3.174738,3.370861,2.941409,2.964288,3.002378,2.705185,2.633050,2.286486,2.889047,3.078984,3.155867,3.309340,3.641760,3.852293,3.513888,3.547998,4.696581,4.064735,3.561333,3.205909,3.862002,3.988727,4.241146,4.121792,3.135203,3.664054,3.604322,4.400197,4.155896,3.778475,3.322220,4.024714,3.652493,4.491124,3.984692,3.436427,3.870971,3.899056,3.745811,3.854960,3.678140,3.988727,3.283911,3.654880,4.411308,3.401197,inf,3.730820,2.988683,4.187425,3.475407,4.626700,3.933553,4.254480,3.272675,3.933553,4.696581,4.227446,3.345266,3.434288,3.593602,3.956113,4.829432,3.475407,3.643644,3.740722,4.101789,3.981208,3.906149,4.176307,3.540013,4.398321,4.265633,3.739441,3.678140,3.831882,4.555150,3.689905,3.692427,3.976132,5.104456,3.475407,3.174320,4.614041,3.693766,3.586979,4.292473,3.833217,3.494278,3.167314,3.715194,3.451012,3.316181
3.235142,2.579168,3.351390,3.163075,inf,2.932447,3.096862,inf,inf,1.740620,2.229562,inf,inf,nan,2.289926,inf,inf,2.871502,2.149775,2.322195,inf,2.231035,2.727661,inf,inf,inf,inf,1.996033,2.613769,2.814559,inf,1.759314,2.416816,2.193281,inf,inf,3.327141,2.986763,2.776757,inf,2.736835,2.889047,0.847956,2.410141,3.101268,3.030728,inf,1.914773,inf,inf,inf,inf,inf,2.332505,2.564949,2.488941,2.538627,inf,inf,2.857416,inf,inf,inf,inf,inf,inf,inf,2.442032,2.871502,inf,2.891913,inf,2.917892,3.004816,2.636500,inf,inf,2.804736,inf,2.689180,inf,2.577608,inf,3.074234,2.763390,inf,inf,2.408121,inf,inf,inf,2.524928,1.989321,2.510843,inf,inf,inf,2.842922,inf,2.842922,inf,2.625263,inf,2.473789,2.827996,inf,2.842922,2.911523,2.891913,inf,inf,2.613769,inf,inf,inf,2.524928,inf,inf,2.820362,2.636500,inf,inf,inf,2.381087,2.602003,inf,inf
3.195120,3.329949,3.209569,3.453753,inf,3.326944,3.116742,2.891279,3.214860,3.214860,3.310465,2.881162,2.900555,nan,2.767951,3.383096,2.884681,2.909901,inf,2.900555,2.990513,2.972106,2.894420,3.132198,3.197909,3.080028,3.120834,2.979858,3.486022,3.097485,3.625850,4.409241,3.747215,3.403099,3.626947,3.944167,3.012406,3.103288,3.129124,3.306021,2.862636,3.078984,2.410141,2.308341,3.077641,3.811821,4.395287,4.082160,3.855327,3.666294,inf,3.489883,3.535787,3.806745,3.268967,3.472766,3.869026,3.277441,3.496252,4.187815,3.752929,3.758579,4.241922,3.609088,3.422332,4.201900,3.626947,3.916272,4.201900,4.215600,3.369937,4.278976,3.496252,3.642067,3.508753,3.707768,3.966898,3.676989,4.039189,3.393197,3.437203,3.358701,3.624015,3.855327,3.635643,3.908007,3.816846,inf,3.449862,3.764166,3.775155,3.652594,inf,4.187815,3.077641,4.173321,inf,3.970588,3.618098,3.826747,3.652594,4.302236,4.194907,3.804187,3.406356,4.228934,3.480174,4.588495,3.326432,4.173321,4.385763,3.597594,3.568526,3.806745,4.385763,3.652594,3.173169,3.548774,3.804187,3.620325,inf,4.313472,3.431678,3.508753,3.239255,3.705274,3.796435
3.222154,2.483188,2.329717,2.485519,inf,3.297890,3.315186,3.461125,3.364314,inf,3.295953,3.713721,inf,nan,3.466712,inf,2.517346,2.459260,inf,2.714673,3.020762,2.690278,2.992171,3.436730,3.155867,3.085641,3.705174,3.284390,3.049752,3.079070,3.078008,3.674052,3.078792,2.924813,2.867364,3.443980,2.978816,3.158324,3.246309,4.068698,3.475886,3.155867,3.101268,3.077641,2.004283,3.567047,4.006672,3.490813,3.008566,4.173558,4.282420,3.447841,3.637586,3.215397,3.395161,4.123872,inf,4.334012,3.454211,3.687628,3.190161,3.513805,3.506733,3.567047,3.380290,3.736210,4.389625,3.618817,3.701713,inf,3.553888,inf,3.656943,3.666792,3.722124,4.470446,4.068698,3.746519,inf,3.630964,4.199880,3.519392,3.438132,3.355140,3.222633,inf,3.519392,3.493745,3.407820,2.854824,inf,3.813285,3.624252,3.452626,2.689026,3.235400,3.865965,3.235400,3.687628,3.504898,3.890360,4.260194,4.152866,3.905987,3.423206,3.493745,3.928547,3.741735,3.630964,3.707631,3.447841,3.275744,4.152866,3.115062,3.794415,3.466712,3.935846,2.957427,3.559413,3.722124,3.675579,3.231710,3.211299,3.389636,3.341054,3.586157,3.205087
4.250227,3.738095,inf,inf,inf,4.150264,inf,3.992572,inf,inf,3.462306,inf,inf,nan,3.651585,inf,inf,inf,inf,2.787975,inf,inf,inf,3.789839,3.085328,3.617089,inf,inf,3.426121,3.973486,3.657110,inf,4.327781,3.858008,2.671167,inf,4.394906,inf,3.666185,inf,4.098494,3.309340,3.030728,3.811821,3.567047,1.691049,inf,inf,inf,3.207139,inf,inf,inf,2.798284,3.580035,inf,inf,3.164860,3.932978,inf,2.570316,inf,inf,inf,inf,3.396172,inf,inf,inf,3.207139,3.906998,inf,inf,3.326754,inf,inf,3.651585,3.473248,inf,inf,inf,inf,inf,inf,4.125049,3.246120,3.501533,inf,inf,inf,3.662574,3.540013,inf,inf,inf,inf,inf,3.511434,inf,3.511434,3.414356,inf,inf,3.142300,3.038362,3.220473,3.511434,inf,inf,inf,inf,inf,2.983714,2.889445,inf,inf,inf,inf,3.835447,inf,3.605040,inf,3.193440,3.193440,inf,inf,3.134548
4.028974,3.772254,4.603367,4.068479,inf,4.387156,3.544121,3.130852,3.362431,inf,3.799534,inf,inf,nan,inf,inf,inf,3.083758,inf,inf,3.154845,3.077547,3.353256,3.159431,2.629073,3.507407,3.322220,2.901437,3.865746,4.210378,3.894002,inf,inf,4.094900,4.006672,inf,3.602604,inf,inf,3.136439,3.439506,3.641760,inf,4.395287,4.006672,inf,1.760872,3.513324,3.286491,2.691993,3.003587,2.415247,2.908059,3.035176,3.012208,2.936200,3.790605,inf,3.365151,2.541646,3.327935,2.812857,3.470353,3.184094,3.165573,3.521493,2.652646,inf,2.841004,3.097458,2.443291,3.853981,3.071258,3.283838,3.195330,3.191613,3.262096,2.488966,inf,2.621629,3.123780,3.829586,2.331720,3.006683,2.839680,2.443291,2.871124,2.966951,3.574173,3.195330,3.350161,2.737185,2.548152,3.069673,inf,3.121945,2.712790,2.996288,2.846529,3.055179,2.958101,3.184094,inf,3.379192,2.928681,2.999220,3.290181,2.921047,2.901437,3.257912,3.064888,3.519172,3.220606,3.381750,inf,3.776905,3.552893,3.816927,3.176460,2.848756,inf,3.541904,2.828345,3.174919,2.958101,3.280280,2.913295
3.166541,3.059874,3.640599,3.958085,inf,3.252916,3.545299,inf,4.224992,2.189056,2.968959,inf,3.607620,nan,2.626791,4.234001,3.591746,3.901513,2.598212,inf,4.777320,2.531739,3.090172,4.119070,3.009094,3.397013,3.211826,2.444469,3.349887,4.022909,3.004536,2.190204,2.797187,2.735156,3.693545,3.003313,3.519540,3.526361,4.341989,inf,4.022260,3.852293,1.914773,4.082160,3.490813,inf,3.513324,1.866005,3.242863,3.333637,3.239767,3.301068,3.490813,2.669370,2.854159,2.694624,2.744310,3.637932,4.059476,2.991548,3.655275,3.223190,3.157227,inf,3.657165,3.869244,3.091559,2.667325,3.077184,inf,2.882204,3.743587,2.758131,3.341680,2.882204,3.630525,4.124657,2.876286,inf,2.631816,3.503800,2.711740,3.179787,3.242863,2.865253,3.372618,3.550956,2.653824,2.837397,3.778083,3.789073,2.814137,2.221326,2.959279,3.346972,3.526361,3.169886,3.132132,4.234001,3.048605,3.540854,2.914473,3.379710,2.762998,3.164860,4.040119,3.232467,3.157227,2.696422,3.435200,3.301068,2.782397,3.456786,3.474089,inf,2.490824,2.637780,3.248387,3.066066,3.084936,4.078112,3.575351,3.411099,2.670296,2.938868,3.863033,3.058314
3.195120,3.179614,3.067192,3.325786,inf,inf,inf,3.892237,inf,inf,4.907492,3.340114,inf,nan,3.348517,inf,3.364912,3.786251,inf,2.341066,3.577531,2.768899,inf,3.302909,2.782260,3.516753,inf,3.257356,2.676144,3.415005,3.098629,3.647019,3.534299,3.960405,2.976297,3.672360,3.346011,4.450819,3.768582,inf,3.795426,3.513888,inf,3.855327,3.008566,inf,3.286491,3.242863,1.761810,inf,2.869092,3.276967,3.263979,2.789110,2.506744,2.945546,3.799951,3.411099,4.179216,4.118740,3.428441,3.892237,3.276967,3.049599,3.286491,3.093104,inf,2.951317,4.132825,inf,3.257356,3.516753,3.283336,3.716833,3.897823,4.096838,3.271442,3.261340,3.623540,3.257356,3.826273,3.838932,2.952953,3.362603,3.219995,inf,3.145785,3.322870,3.236945,2.746531,3.908813,3.786251,2.517476,3.425592,2.493756,3.299527,3.348517,2.905298,3.202449,3.208366,3.314021,3.081868,2.883379,3.185806,3.540013,3.120138,3.757672,3.276967,2.607715,2.739231,3.074234,2.902137,4.125832,3.135683,3.970114,3.439678,3.215666,2.853318,3.276967,3.551250,2.955398,3.897823,2.706509,3.295837,2.967447,3.145785,2.687639
3.156140,3.245994,inf,3.542218,inf,inf,inf,inf,3.462552,inf,inf,inf,inf,nan,inf,inf,inf,inf,inf,inf,inf,3.447166,3.341806,4.396351,inf,inf,3.142533,inf,inf,inf,3.714315,inf,4.038413,4.117945,3.826985,3.227914,4.375036,4.261786,inf,inf,inf,3.547998,inf,3.666294,4.173558,3.207139,2.691993,3.333637,inf,1.754132,3.170474,inf,3.277678,2.946650,3.290666,2.934850,inf,inf,3.185464,2.956752,2.724599,2.807324,2.944093,3.207139,3.097458,3.341806,2.440690,3.514322,2.744844,2.806199,2.721750,inf,3.440877,4.077106,3.015643,2.868084,3.250645,2.778414,3.434507,2.478996,2.944093,3.649899,2.470027,3.250645,2.899779,2.407445,2.721750,2.628037,3.394486,3.159484,3.026632,2.904071,2.917771,3.236559,inf,3.365907,2.533103,3.222066,2.778414,3.019333,2.821920,2.252368,3.387493,3.343346,2.927331,2.819533,3.568639,2.701339,2.610178,3.313226,2.808126,inf,2.838187,2.855489,inf,2.624263,2.568487,3.087934,3.546079,3.362217,inf,3.362217,3.106804,3.453377,3.124988,3.100593,2.498606
2.957408,3.446016,4.532542,4.344227,inf,3.623184,inf,3.812065,3.917987,inf,3.281800,inf,inf,nan,3.817652,inf,inf,inf,inf,inf,inf,3.758760,inf,inf,3.251395,3.233849,inf,inf,3.794921,3.649138,2.560313,3.566847,3.342556,3.880234,3.242699,3.448347,4.483898,inf,inf,inf,4.611134,4.696581,inf,inf,4.282420,inf,3.003587,3.239767,2.869092,3.170474,1.733814,2.647489,2.581821,3.860231,2.941383,3.120787,3.373206,inf,3.752471,3.233849,3.806416,3.060027,3.196795,inf,3.552893,3.706080,3.039967,3.623184,2.810200,inf,2.627879,3.233849,4.099045,3.492821,3.012933,3.211948,4.164226,2.887276,3.543369,2.830611,inf,3.758760,3.128195,4.255386,3.048662,2.862881,3.667600,3.242699,inf,2.921772,3.279335,3.156774,3.026632,2.998848,3.183808,4.024075,3.412187,3.330927,3.580423,3.677501,3.233849,3.113268,3.005940,3.654941,3.662574,inf,3.474768,3.196795,2.974452,3.075515,3.196795,inf,3.352513,3.167084,3.543369,3.706080,3.135494,3.052954,2.850222,3.268346,3.221801,3.817652,2.666359,3.562239,3.233849,3.209454,3.300615
inf,inf,3.274314,4.058954,2.983073,2.905413,3.096862,3.526793,2.562682,inf,3.125442,inf,3.015343,nan,2.983073,inf,inf,3.218075,inf,2.668769,2.798748,3.126914,3.970114,3.670634,2.416816,3.151309,inf,inf,3.856222,3.204639,inf,inf,3.862002,3.941535,3.304000,3.509648,3.523662,3.738802,3.403138,inf,3.776556,4.064735,inf,3.489883,3.447841,inf,2.415247,3.301068,3.276967,inf,2.647489,1.629048,2.474886,3.574958,2.911523,2.835515,inf,inf,3.813772,2.857416,3.521143,3.068647,3.460829,inf,inf,3.623540,2.957427,3.684485,2.962662,inf,2.636500,3.151309,3.264466,3.351390,inf,inf,inf,2.804736,2.911523,3.238486,inf,2.780341,3.045655,3.420808,2.763390,3.126914,3.382327,3.304000,3.218075,2.983073,3.196795,inf,2.538627,3.060149,3.101268,3.189496,3.126914,inf,3.641724,3.738802,3.295151,3.174569,3.760388,3.716242,3.377302,inf,3.189496,3.460829,3.238486,3.392229,inf,3.163075,3.211082,2.881811,3.258097,3.420808,3.196795,3.460829,3.166936,inf,3.485834,3.532380,2.818821,3.623540,3.497883,inf,3.361916
4.320766,3.808634,3.632295,3.699393,inf,inf,inf,3.716538,3.364314,inf,3.186272,inf,inf,nan,2.826245,inf,inf,inf,inf,inf,inf,inf,4.159859,4.063111,2.809294,3.341054,inf,inf,inf,3.900184,inf,3.268587,inf,4.477853,3.840319,4.045967,3.751887,3.581973,inf,inf,inf,3.561333,inf,3.535787,3.637586,inf,2.908059,3.490813,3.263979,3.277678,2.581821,2.474886,1.574019,3.418130,2.957427,3.025260,3.277678,3.091559,2.804569,3.249894,4.057461,3.369964,3.650574,3.567047,3.457365,3.355140,3.493745,2.487936,2.603101,inf,2.479671,3.138322,3.310370,3.050720,3.375551,inf,3.172818,3.197213,2.643122,3.081657,inf,inf,3.235400,3.120138,2.876060,2.970086,3.225498,3.291013,inf,3.028977,2.837234,3.263979,2.651297,2.903320,2.944439,2.829935,3.316659,3.928547,inf,3.123828,2.882909,3.364314,3.400827,3.010107,3.017741,3.637586,3.379241,2.898535,2.937816,2.932332,inf,2.456940,2.910412,2.522250,3.794415,2.714673,2.346819,2.845855,2.551962,inf,3.675579,3.028977,2.614337,2.714673,2.882909,3.663233,2.858514
3.821502,3.242604,3.365183,4.375816,inf,3.798615,3.336649,3.843655,3.949577,2.606788,2.990075,inf,inf,nan,3.044522,inf,inf,inf,3.015943,inf,4.501904,2.817395,3.593829,3.337854,2.824839,3.265439,inf,2.862201,3.368365,4.373875,3.228385,2.625482,3.282984,3.107104,3.620862,4.173084,3.297429,3.549864,3.608428,3.646509,4.642724,3.205909,2.332505,3.806745,3.215397,2.798284,3.035176,2.669370,2.789110,2.946650,3.860231,3.574958,3.418130,1.760480,3.228385,2.896964,3.404796,3.362517,3.581328,3.174278,2.830553,3.150508,3.228385,3.347590,3.931056,3.044522,2.994481,3.196628,3.044522,2.946650,3.064933,3.010026,3.234754,2.831263,3.156094,3.355109,2.876286,2.977757,3.228385,2.750629,3.228385,3.443776,3.015943,2.870369,2.968680,2.750629,2.928967,2.724982,3.534937,3.502668,3.860231,2.932951,2.397344,3.174278,2.666091,2.736135,2.894470,3.250945,2.918865,3.082709,2.962371,3.144858,4.077250,2.993383,3.144858,2.868823,3.159784,2.770239,2.750629,3.159784,2.679079,2.675218,3.037529,3.087101,3.921532,3.044522,3.167084,3.777691,3.060149,3.502668,inf,3.156094,2.789110,2.900681,2.918865,3.587617,2.985631
3.397853,3.363476,3.410281,3.915113,inf,3.887218,3.646169,3.382952,3.488874,2.636500,3.646169,2.671602,inf,nan,2.930393,inf,3.202201,3.074234,3.248387,inf,2.942589,2.871502,3.276967,3.223725,3.168855,inf,inf,3.094645,3.365807,4.057013,3.537904,2.857926,3.515429,3.248387,3.304000,inf,3.257260,3.661727,4.299018,inf,4.528595,3.862002,2.564949,3.268967,3.395161,3.580035,3.012208,2.854159,2.506744,3.290666,2.941383,2.911523,2.957427,3.228385,1.782962,3.240980,3.637240,3.104546,4.016505,3.262881,3.377302,3.180219,3.316988,3.580035,3.816927,3.623540,3.853306,3.194071,3.276967,3.637240,2.950804,3.700616,3.669931,3.410281,3.735112,inf,3.735112,3.098629,3.460829,2.983073,3.663562,3.676221,3.594961,3.623540,3.312696,2.983073,3.238486,3.160159,inf,2.762157,3.196795,3.276967,2.944093,2.804736,3.304000,3.594961,3.329647,2.968580,3.295151,3.248387,3.354042,2.919157,inf,2.879254,3.121889,inf,3.594961,3.316988,3.185806,4.144267,3.807403,3.365807,3.269974,3.084544,inf,3.276967,inf,inf,3.023095,3.735112,3.341993,3.735112,2.853318,2.930393,3.151309,4.022794,2.871502
4.146174,3.287468,4.027420,3.559297,inf,3.434324,3.396007,4.346664,3.210133,2.763224,3.447599,3.794541,3.142067,nan,3.032722,inf,inf,inf,3.172379,2.795493,3.375866,2.795493,3.638693,4.346664,2.687382,3.278034,3.092847,2.815904,3.230908,3.379018,4.357776,2.715152,3.184008,3.375112,3.574566,3.780214,3.669257,3.932292,inf,inf,3.903280,3.988727,2.488941,3.472766,4.123872,inf,2.936200,2.694624,2.945546,2.934850,3.120787,2.835515,3.025260,2.896964,3.240980,1.983367,3.561232,inf,inf,2.809987,3.189722,2.901479,3.038247,3.504027,3.394345,3.200959,2.924924,3.261904,2.998226,3.214658,2.844484,3.971181,3.088123,3.222701,3.312530,3.231738,4.005678,2.891439,3.182088,2.815904,3.240980,3.142067,2.892571,3.123883,2.869703,2.704333,3.085403,2.737578,2.998226,3.312530,3.670093,2.998226,2.259887,2.840300,3.371833,3.172379,2.520470,3.316220,2.916075,3.172379,2.688706,2.843149,2.847392,3.038247,3.157453,3.025260,3.013153,3.081753,2.715569,3.441878,2.879021,3.636373,3.193965,3.075301,4.077968,3.344800,2.976946,3.129408,2.907065,3.032722,3.409826,4.005678,2.814364,2.998226,3.166462,3.320405,2.939335
4.307432,3.592567,4.423680,4.235365,inf,3.860896,3.619847,3.356630,3.462552,2.812910,3.476006,inf,inf,nan,2.904071,inf,inf,3.597218,3.222066,inf,3.465573,3.100593,3.047912,3.703204,3.489107,3.327720,inf,3.068323,4.032633,inf,inf,2.831604,3.489107,3.424798,inf,inf,3.931384,4.261786,inf,inf,4.502273,4.241146,2.538627,3.869026,inf,inf,3.790605,2.744310,3.799951,inf,3.373206,inf,3.277678,3.404796,3.637240,3.561232,1.589392,3.771372,3.990183,3.583133,4.044127,inf,inf,inf,inf,3.799951,3.826985,2.661948,3.597218,inf,3.414897,3.674294,3.643609,3.527800,3.708790,inf,4.055364,3.530453,inf,3.761470,3.087934,3.649899,inf,3.453377,3.632948,3.303325,4.108044,3.022266,3.394486,inf,inf,3.250645,2.806199,3.583133,inf,inf,3.852631,3.915213,3.268829,3.568639,inf,3.697554,3.936799,3.343346,3.900286,inf,3.568639,3.637240,3.414897,3.568639,inf,3.339485,inf,3.751369,inf,3.597218,3.373206,2.944093,3.892653,3.362217,inf,3.708790,3.799951,3.106804,3.327720,3.023517,inf
3.774739,4.302327,3.611179,inf,3.319938,3.615885,3.230994,2.856206,inf,inf,4.074194,inf,inf,nan,2.896289,inf,2.878187,3.757672,inf,inf,3.482186,4.156926,inf,4.007498,inf,inf,inf,inf,inf,4.191145,inf,inf,inf,3.426025,3.438132,inf,3.478223,3.795859,3.393429,3.666512,3.969579,4.121792,inf,3.277441,4.334012,3.164860,inf,3.637932,3.411099,inf,inf,inf,3.091559,3.362517,3.104546,inf,3.771372,1.829479,4.150637,inf,3.164860,3.863657,inf,inf,inf,3.334023,3.438132,3.048395,3.411099,3.771372,3.319938,3.834748,3.601331,3.038613,3.319938,3.721686,3.319938,3.690907,3.594961,3.921924,2.992975,3.261046,3.729093,3.411099,4.342708,2.770632,3.575351,3.294291,inf,inf,3.330927,3.064525,3.771372,3.194281,2.686094,4.075667,4.013085,2.924374,3.978589,2.977054,3.376602,3.858008,3.292534,3.503800,3.511434,3.235400,4.075667,3.451120,3.228777,3.127107,3.594961,3.041794,4.097253,2.669370,inf,3.411099,3.187086,2.992975,3.157227,inf,3.476125,3.869244,3.411099,2.761457,3.285441,3.117205,3.352207
3.423833,4.521138,3.998226,inf,inf,3.547014,inf,3.735895,3.383672,inf,3.431622,inf,inf,nan,3.283336,3.850826,3.901718,4.669631,inf,inf,3.700997,inf,3.171764,3.879736,inf,inf,2.828651,inf,3.516018,4.266115,3.400433,3.837251,4.071104,4.843784,3.859676,4.065324,3.429696,3.947904,3.679006,inf,3.252489,3.135203,inf,3.496252,3.454211,3.932978,3.365151,4.059476,4.179216,3.185464,3.752471,3.813772,2.804569,3.581328,4.016505,inf,3.990183,4.150637,1.748574,inf,3.730245,3.624323,3.467199,2.893257,2.697650,3.171764,4.206250,3.141549,4.323057,3.297036,2.565794,3.360412,3.820142,3.357759,2.936763,3.088123,3.336016,2.973817,3.813772,2.668516,3.323358,inf,2.849292,3.326842,2.932471,inf,3.015090,3.859676,inf,2.845602,3.000432,2.825191,3.990183,3.962398,3.454211,3.947904,3.336016,3.947904,2.811105,3.489759,3.595413,inf,3.217452,3.925344,3.474832,3.030562,2.577484,3.264466,2.797947,3.457490,3.264466,3.372177,3.033589,3.325915,3.061733,3.976483,2.947752,2.865212,3.925344,2.590189,3.348363,3.741482,3.374497,3.374497,2.902266,2.959131,inf
3.500575,3.420941,3.846589,4.004848,3.131699,3.054039,2.762948,3.217273,2.682728,3.020127,3.245488,4.163016,2.961236,nan,2.828631,inf,inf,3.111288,3.540854,inf,2.658716,2.961236,3.425592,3.328845,3.114748,inf,3.461322,3.387112,3.546702,3.121112,3.060149,2.972055,3.421301,3.463779,4.145773,3.152474,3.710768,4.122430,4.042178,3.275540,4.016342,3.664054,2.857416,4.187815,3.687628,inf,2.541646,2.991548,4.118740,2.956752,3.233849,2.857416,3.249894,3.174278,3.262881,2.809987,3.583133,inf,inf,1.936009,3.389961,2.923380,3.406722,3.525928,3.762820,3.314021,2.673554,3.139964,2.908556,3.124988,2.785126,3.646509,3.066518,3.500015,2.828631,3.186873,3.824846,2.697949,3.753296,2.693965,3.151309,3.163968,2.736135,3.222860,3.147018,2.649159,2.881311,2.994481,3.366701,3.131699,4.038568,3.020127,3.033827,2.803309,3.596467,3.684695,2.851891,3.338122,3.038311,3.194281,2.953362,2.817395,3.562440,3.662135,3.414356,3.249894,3.684695,3.151309,3.131699,3.050440,3.295151,3.455542,3.282632,3.097203,3.406722,2.817395,2.796115,3.956028,3.315562,3.681005,3.981034,3.681005,3.222860,2.919792,3.443776,3.765955,2.961236
4.394068,3.679203,4.307583,3.426121,inf,4.437946,3.797643,3.331694,3.784190,3.592694,3.542231,3.584290,inf,nan,4.142000,3.904771,3.955662,3.094527,inf,2.585242,inf,3.736535,3.775015,4.024841,3.373010,3.558197,3.575743,3.501533,3.183367,3.770753,3.077491,3.544622,4.818196,3.924773,3.710888,4.465842,3.805579,inf,4.156599,inf,3.581457,3.604322,inf,3.752929,3.190161,2.570316,3.327935,3.655275,3.428441,2.724599,3.806416,3.521143,4.057461,2.830553,3.377302,3.189722,4.044127,3.164860,3.730245,3.389961,1.965397,3.510032,3.265730,3.182203,4.223814,2.760941,3.220473,3.254385,3.225709,2.845180,3.114938,3.558197,3.180939,3.614436,3.592694,3.142067,3.246120,2.893629,3.867717,3.848106,2.871502,3.533802,3.105969,3.163127,3.332989,2.840655,2.995732,3.161582,inf,4.142000,3.348270,3.134548,3.350980,3.323195,3.364314,3.655275,3.003366,3.149475,3.211623,3.028894,2.931816,3.581457,3.565289,2.909255,2.861276,2.703436,3.149475,3.318411,3.704265,3.655275,3.174569,3.426121,3.087534,2.712359,3.664984,3.683854,inf,2.919157,3.632715,3.795426,3.546148,4.142000,3.134548,3.337281,3.760930,3.278389,3.278389
3.212265,3.194438,3.822818,3.634504,inf,3.495036,3.456720,3.592757,2.910910,3.251770,4.117597,2.694060,3.630613,nan,2.996357,inf,3.961312,3.577932,inf,2.937465,3.083318,3.152857,3.342930,4.285904,2.776674,3.420006,inf,3.507183,3.372880,3.573670,4.499748,inf,3.672553,3.930423,3.572697,3.272544,3.432085,3.848272,4.162249,inf,3.312084,4.400197,inf,3.758579,3.513805,inf,2.812857,3.223190,3.892237,2.807324,3.060027,3.068647,3.369964,3.150508,3.180219,2.901479,inf,3.863657,3.624323,2.923380,3.510032,2.021399,3.382952,3.645998,inf,3.434091,2.698097,3.750449,3.028626,3.356630,2.905196,3.014541,3.389321,3.233491,3.342930,3.064190,3.689504,2.961860,3.324060,2.571281,3.036378,3.395611,2.856206,3.140198,3.204507,2.702464,3.264429,2.983369,3.140198,2.793624,3.262759,2.937465,3.010056,2.923380,3.369964,3.660925,2.745969,3.071597,3.217273,3.071597,2.987507,3.037801,3.224366,3.638365,2.691227,3.090156,2.706154,3.180219,2.774014,3.517084,2.774754,4.124918,3.224366,3.640922,4.219940,2.716549,2.772345,3.180219,3.638365,4.147649,inf,3.342930,3.087518,3.199089,3.420006,3.395611,2.878574
